0,0.31599998474121094
1,2.7189998626708984
2,1.1760001182556152
3,0.39999985694885254
4,0.3510000705718994
5,0.4159998893737793
6,2.490000009536743
7,5.5
8,5.309999942779541
9,5.506999969482422
10,5.830999851226807
11,7.207000017166138
12,6.021000146865845
13,6.888999938964844
14,6.1549999713897705
15,6.371000051498413
16,7.210999965667725
17,7.425999879837036
18,5.355000019073486
19,5.565999984741211
20,6.007999897003174
21,6.613000154495239
22,5.307999849319458
23,7.046000003814697
24,6.608999967575073
25,9.042999982833862
26,4.437000036239624
27,5.200999975204468
28,10.062000036239624
29,3.934000015258789
30,6.252000093460083
31,10.901999950408936
32,1.433000087738037
33,12.774999856948853
34,1.8010001182556152
35,4.672999858856201
36,8.148000001907349
37,2.830000162124634
38,8.707000017166138
39,11.932999849319458
40,11.792999982833862
41,3.63700008392334
42,1.4010000228881836
43,5.078999996185303
44,6.00600004196167
45,6.04800009727478
46,4.2209999561309814
47,5.877000093460083
48,9.246999979019165
49,4.253000020980835
50,14.258999824523926
51,11.420000076293945
52,2.385999917984009
53,5.238000154495239
54,16.664999961853027
55,6.759999990463257
56,5.694000005722046
57,3.680999994277954
58,7.376000165939331
59,12.092999935150146
60,11.414999961853027
61,17.167999982833862
62,1.503999948501587
63,6.233000040054321
64,3.0799999237060547
65,9.042999982833862
66,2.6630001068115234
67,3.232999801635742
68,5.351000070571899
69,6.361000061035156
70,0.8460001945495605
71,5.940999984741211
72,5.335000038146973
73,4.769000053405762
74,9.54699993133545
75,12.729000091552734
76,2.2029998302459717
77,2.117000102996826
78,4.770999908447266
79,24.075000047683716
80,6.70799994468689
81,5.789999961853027
82,2.7009999752044678
83,0.9440000057220459
84,5.505000114440918
85,6.542999982833862
86,0.7220001220703125
87,7.552999973297119
88,15.068000078201294
89,17.473000049591064
90,21.0479998588562
91,5.980000019073486
92,2.3010001182556152
93,0.4629998207092285
94,6.7820000648498535
95,4.200999975204468
96,15.6010000705719
97,8.506999969482422
98,21.65000009536743
99,7.35699987411499
0,1.2660000324249268
1,9.019999980926514
2,7.488999843597412
